tweet,emocao
:(,0
"Ía pintar o cabelo de roxo, mas não vai dar :( vou para o vermelho na mesmaaaa",0
"Mas e os amigos que não vão mais jogar? E as coisas que nós gostávamos e a essência do jogo? Há coisas que não há como recuperar, essa cagada que eles fizeram tá piorando tudo e talvez quando tudo se ajeitar e ficar realmente bom, pode ser tarde demais :(",0
mandem lá vir mc pra minha casa :( ia ficar bué feliz,0
ow natáliaaaaaaa :(,0
"A gente num bloquinho e felizes, é pedir muito???! :(",0
meus pêsames :((,0
mauu minho :(,0
saudade dos meninos :(,0
"eu defendo todos os meninos igualmente , mas pelo jimin eu tenho um carinho a mais tlgd amg vc tá falando daquela guria q tava desejando o suicídi* do ji ? :(",0
"É muito difícil :( pq realmente o trem tá complicado e o contexto do Brasil é tão péssimo, um caos né",0
"Bom, eu acordei e sempre quero dormir mais, porém não posso :(",0
prefiro passar a madrugada enfiada no inforestudante a inscrever-me do que a manhã toda. tenho coisas para fazer &gt;:(,0
"🔴 Bitcoin caiu :( 🇧🇷 R$ 201.635,00 (-0,48%) 🇺🇸 US$ 38.047,00 📈 24h: +9,62% 🗓️ Em 14/01/2021 às 07:45.",0
ela é tão linda caras af :( ,0
Todo dia eu lembro disso e continuo triste por não ter uma sequência :(,0
eu já fiz e tô exatamente assim liv :(,0
que te pasa bebe :(,0
qria ver cm vc amor :( espero q veja essa cena logo ,0
queria voltar a dormir mas tô com medo :(,0
"Sim, as vezes, quase sempre :(",0
eu continuo com dor :(,0
"O Félix e aquela pessoa calma, alguém em que você pode confia é poder durmo tão relaxado com a voz dele :(",0
eu amo você tanto :(,0
meus pêsames amg :(,0
só não vejo mais sentido :(,0
mas eu adorava conversar com vc sobre qualquer coisa :(,0
5 anos já que o Alan Rickman faleceu... saudades dele :(,0
Afinal não vou :( crushed dreams pelo meu pai :(,0
Só a cor amarela :(,0
ele eh meu orgulho :( ,0
Afinal não :(,0
meus pêsames jaq :(,0
por que meu amorrrrr o que aconteceu :(,0
"meus sentimentos amg, forças pra ti :( ❤ se precisar de alguém pra conversar..",0
"Andate a dormir, pau. :(",0
"Poxa, to atrasada :(",0
sim amig :(,0
"Aiai ta foda :( , acho q nem falta eu faço ;-;",0
Chega da uma tristeza em abrir o calendário :( ,0
poxa :( espero que ela tenha conversado com vc antes de fzr isso!! e obgg 💜,0
ontem eu chamei de  menino  um homem da minha idade e minha mãe me xingou e me chamou de velha :(,0
Meus sentimentos :(,0
meus :( ,0
espero que durma melhor hoje amg :( qualquer coisa me chama!,0
meus pêsames velho :(,0
minha cachorrinha acabou de morrer :(,0
Como assim? :(,0
achei que íamos ter física :(,0
Eu sinto muito amg :( meus pêsames,0
o felix é minha dose diária de serotonina :( ,0
eu só queria um namoradinho com o shape do wonho vei :(,0
naoo :(,0
ele tá parecendo um ursinho no meu icon :(,0
Desculpas se eu te magoei amor :((,0
teve um dia ruim? :( que tal ver esse vídeo de SAPO pra alegrar o seu dia??? =^.^= pelo amor de deus,0
meus pêsames lu :(,0
pq amg? :(( dormi bem sim!,0
Saudade de acordar do lado dele :(,0
eu já sinto saudade da luma :(,0
sdds do nana :(,0
"nossa vi um post do ep da tempestade em greys, aquela parte do ônibus explodir e o jackson la e a april em desespero, nossa me doeu tanto ver ela assim :(",0
Só queria puder dormir :(,0
Que fatiga de gente :(,0
eu descobri que mazu eh um nome asiático . . . : (,0
tadinho do bebê ;( pq chorou meu amor :( quem te fez mal? fala pra mim qur eu mato! /puxa pro colo e da carinho,0
queria ir pra praia de novo :(,0
q saco eu n paro de chorar hoje vai ser um dia difícil :(((((((,0
olha boa agora t bue triste c sdds de jogar andebol :(,0
o sorriso que ele da no final :((( ,0
Caralho :(,0
"Eles conseguiram, estrelinha... Eles conseguiram. Você deve estar tão orgulhosa daí, né? :( Obrigada por acreditar neles quando ninguém acreditava! 💜 ",0
"não tenho calções camo :( e a t shirt era mais a de dying fetus, a outra é de slam btw e em baixo todos menos o skate XD",0
A incompreendida da carreira :( ,0
Eu hoje para os homens da meo  não gozem com o meu quarto cor de rosa  :( JA TENHO NET NA NOVA CASA WOHOOO AMANHÃ STREAM DE 12H OR WHAT,0
"Bitcoin caiu :( - R$201,594.2 às 07:40",0
"Ai, não tô preparada pra voltar a atender os alunos. :(",0
"KKKKKKKK SIM!!! os eixinhos tambem, so nao sei se na botaram la tambem :(",0
"Tava de boa, vi uns stories de astrologinha, fui pesquisar sobre sol na casa 12, que eu tenho, e agora fiquei toda triste pq li altos trem pesado :(",0
"melhorou, lu??? :( bom dia!!",0
"Eu quero, meu amor. :(",0
E não comi nenhum :(,0
bom dia :(,0
"eu espero que o lix vá pra australia, veja os pais e os amigos :( meu amor feliz é tudo pra mim",0
queria achar alguma conta q posta o bubble do sf9 :(,0
Humilhou :(,0
hshsh same :(,0
fofos :((,0
"nao gozes rafa :((((( ela era bunita, porém era kinda chunga",0
tem cura ou tratamento? :(,0
Caro demais :(,0
desigual :( n gosto quase nada da minha boca,0
Leiria :(,0
Pena que vc n teve uma amiga pra te avisar né :(((,0
"Tô com uma dor muito forte na perna , parede que alguma veia estorou :(",0
saudade da marelli :(,0
que amor cara :((,0
bar :-( : 31cdb16a-6566-45c1-84f3-85f66e87b051,0
dormi só duas horinhas pq fiquei com medo :(,0
"Eu no, tipo se eu souber que elas são safe eu não tenho :((",0
eh eu espero que sim :(,0
felix t adoro tanti enseeio gfacias portodo :(,0
Pake PB miniso :(( ,0
"eu tb tava vei, tava dando um aperto no coração tbm tava sentindo q ia vir :(( ",0
acordei :(,0
nossa vlw nani agora eu to triste :(,0
nossa sim... eh exatamente isso :( ,0
eu não conhecia direito a história :( tenho certeza que os meninos são muito gratos a ela a . . .,0
"Esse é o tipo de vídeo que da ibope pra ele, não ganhamos nada compartilhando :(",0
Chorando porque faz cinco anos que o Alan Rickman morreu :( Essa foi uma das poucas mortes de gente famosa que verdadeiramente me deixou triste.,0
Nah era isso Eu tinha de fakar com o vosso dt Ou a mulher tinha de ir a direção E ia dar confusão por isso bazei Só queria ver a prof Didi :(,0
"ain não, queria estar ai ora cuidar de vc :(",0
hoje faz 5 anos :(,0
A minha tbm mas num quero :(,0
kkkkkkkkk foi sem querer c sabe :(,0
eu amo tanto o daredevil do charlie aaah :(,0
tô passando muito mal ódio :(,0
as lives dele sao um comfort place tao grande pra mim :(,0
"eu to com tanta saudade dos meus nenês :( to tão titi, só queria um comeback do vixx :(",0
Boro2 :(,0
"ai taci :((( vocês são tudinho pra mim, SERIO",0
meu nenê :(( ,0
TOMA ATENÇÃO A HISTÓRIA FOGO :( N CONSEGUI ESTAR NESSA AULA,0
O que eu retiro do twitter é que pelos vistos quem não quer ter aulas é que fuma ganzas e vai a convívios :(( Fumo ganza não sei😔,0
Eu tava sem fumar leo :(,0
se em todo lugar recebessem a gente assim :( ,0
"Foi meu primeiro gameboy, me arrependo até hoje de tê-lo trocado com um menino da escola :(",0
bar :( : 50a90006-2291-4f23-8a68-a47e280f1fc9,0
"se estiver frio, use roupas quentes pra não ficar doentinho :(",0
Oq aconteceu :(,0
queria estar com a minha turma de Taiwan viajando :(,0
"bom dia, dormiu bem amg?? queria ajudar mas eu não sei aa, desculpas :(( espero que alguém consiga tirar sua dúvida",0
precious :(((,0
espero que você tenha um ótimo dia também! 😭💗 e muito obrigada :(,0
PORRA DE NOVO??? :( DIz que mandei beijo pra ele e pra se cuidar!,0
eu acho que não :(,0
a promessa fica para a proxima oportunidade :(( ,0
acordei triste d+ sem ele do meu lado :(,0
Felix :-( precious,0
a poxa :( ainda tava com esperanças,0
você é meu mundinho :(,0
tenho consulta amg :(,0
Me perdoa :( kkkkkkkkkkkkkkkkkk,0
"Sinto muito, pudinzinho :((((",0
eu tava com tantas saudades dele :( ,0
"⠀⠀⠀ ᅟ 𝐍ão sei se será um bom dia... duas pessoas que são familiares importantes para mim esta um triste, algo que eu nem sei o que fazer para ajudar, e o outro se afastando de mim. 𝐀té quando um deles vai fugir? :(⠀⠀⠀ ᅟ",0
ela já tá chorando :(,0
felix te amo com a vida :(,0
queria estar assim na sala de robótica do sesinho com vcs :((,0
nn aguento quando ele fala da australia e da mãe :( queria mto que ele pudesse voltar logo,0
vai dormir amg :(,0
moro bem aqui :( ,0
eu não consegui entrar :(,0
:( amo você,0
"Ja, precis. :(",0
A desculpa eu sou sonsa :(,0
meu deusss :( conversa com eles se vc pode ficar msm amg,0
o S pra fechar a pulseirinha de liguinha :( velhos tempos,0
eu quero viajar :(,0
queria mais stans da lana :(,0
"fiquei mto em dúvida, li vários comentários q eles traziam más energias :((",0
"Opa, tenho mto interesse! Mas sua DM tá bloqueada :( Como eu entro em contato?",0
"sim, mano, ninguém fala sobre Lia tlgd? eu vi umas duas pessoas só nos comentários falando que viam Lia como vilã e nem tem motivo pra isso. A mulher é esquecida até hoje :(",0
Preciso regular meu sono urgente e queria mais 10 dias de férias :(,0
Mano o pior é que hoje tenho de voltar para casa tenho que ir dRomir lá :(,0
a voz do felix è tudinho pra mim :(,0
"Se o trem estivesse bom, com certeza eu já estaria chegando na Liberdade. :(",0
o biquinho :(((,0
Eu perdi a live do felix :(,0
ele não te respondeu. Que triste :( bom dia Nicolax,0
Acordo e tenho a minha tia super doente e sem se conseguir mexer :(,0
"sdds :( parece tão distante td, só queria q voltasse kkkkk",0
sorry enha :( 😭😭😭,0
Huhuu :(,0
vai dando notícias tadinho :(,0
"Eita, parece que eu sou bloqueado pelo perfil que você mencionou. :(",0
"ai vdd :( imagina eu e vc... torcendo pro coringão..... cervejinha, batata........",0
"Ai essa cena me deixa mt mal, eles são super brutos c o sherlock e o john fica tão :((( ",0
Volta ! Tá difícil assistir o SPTV :( #bdsp,0
Gente :(,0
Memo depois ficámos como na primeira foto outra vez com medo deles :((,0
"aqui também, há bué mas não neva... :( tá só frio e feio.",0
AAAAA 🥺 não choreKKKMMKte amo :(,0
juro farta tbm do meu :(,0
"Vacinação contra gripe comum foi importante demais em 2020, vai ser um caos se não tiver. :(",0
Pois é :(,0
"Tou tisteee :((, mas logo que der vamos",0
As melhoras para gatinho! :((,0
Masterchef sem Paola nem é masterchef :( ,0
amor :( mas pensa q um dia não vai ser sonho 😎,0
e que saudades dessa paleta do wit. :(,0
SKSKSKKSKS NOOO :(,0
Já não é para votar no Tino? :( ,0
"(Sim, eu sei que demorei. 😭 Esse fim de ano foi meio corrido pra mim e eu aproveitei o começo do ano pra resolver umas coisas. Espero que gostem da atualização e por favor não desistam de mim. :( Bom dia pra vocês, fiquem bem e se cuidem hoje, comam direitinho e bebam água. 💞)",0
Pois agora num da :(((((,0
"Desculpa, eu não quero te incomodar com os meus problemas :c — que isso cara, eu quero cvs c vc pf :( eu vou respeitar seu tempo n sendo p frente! mas eu to aqui, pode me procurar sério ",0
enha :((,0
acho que eu nunca quis tanto ficar mais velho :(,0
Eu mereço isso né?! :(,0
afs ent nossos duos em 2019 n foram nada :(,0
ia te oferecer um pedaço mas ja acabou :( comeram tudo ontem,0
o amo além da razão :( ,0
Acordei com a notícia que vôzinho faleceu :(,0
nossa :( dorme bem então,0
Me da pena :(,0
Galo perdeu pro Botafogo :((,0
quero voltar a ir ao ginásio :(,0
a amg tenta dormir cedo mais tarde :(,0
ele ta tao lindinhooo :(((,0
"To tao entediado querendo fazer algo, eu podia assistir op mas to a 3 dias inteiros so fazendo isso :((( e eu ainda tenho q pensar como vou prosseguir a au nossa q tristeza",0
o cabelinho :( parece um anjinho 💔🔨,0
Deveria sentir culpa de ser um GRANDE GOSTOSO mesmo :(,0
sempre me pergunto se algun dia eu vou ficar com o Niall tmb :(,0
Depois o dinheiro que tens começa a desvalorizar :(,0
que bom! dormi bem sim :(,0
n consigo ver :((,0
não vou conseguir ver a live do lix :(,0
